darkstore_id,latitude,longitude,avg_orders_last_2w,avg_distance_km_last_2w,avg_active_riders_last_2w,order_std_last_2w,rider_std_last_2w,temperature_c,rainfall_mm,humidity_percent,aqi,extreme_heat_hours_week,heavy_rain_hours_week,total_active_riders_week,num_claims_last_week,avg_earning_per_hour_last2w
DS_3940,12.918145,80.019359,134,8.38,85,7.05,24.49,42.23,8.95,53.76,249,3,7,308,23,1118.88
DS_3941,13.257283,80.123653,191,3.0,61,42.15,17.89,28.01,13.58,79.89,233,24,28,216,29,1999.64
DS_3942,13.397965,80.073046,189,3.35,26,18.62,5.23,30.58,1.9,88.7,102,7,3,127,16,1674.38
DS_3943,12.584128,80.404504,232,7.11,95,22.38,13.43,26.87,8.21,57.4,97,23,15,226,12,2539.27
DS_3944,12.893104,80.450483,117,8.23,18,48.85,12.0,29.22,18.84,41.96,74,17,16,319,37,1131.66
DS_3945,12.600246,80.012417,171,3.87,61,5.7,24.87,29.77,8.72,41.83,115,20,5,69,6,967.96
DS_3946,12.516592,80.404755,93,2.33,12,37.46,19.87,43.35,19.71,77.96,207,2,18,491,8,832.65
DS_3947,13.161719,80.347066,134,11.58,31,47.7,23.99,26.56,1.14,67.62,153,4,1,477,20,1230.09
DS_3948,13.102449,80.451565,258,2.27,63,7.87,13.05,33.55,14.36,79.18,52,19,10,186,29,2330.62
DS_3949,12.663019,79.972025,270,2.02,45,43.97,21.68,35.65,11.62,74.87,200,7,24,240,36,2424.29
DS_3950,12.733813,80.203871,228,5.23,48,23.73,4.76,42.97,10.01,85.38,206,13,28,495,36,2134.61
DS_3951,12.523708,79.992181,257,4.22,27,44.51,3.99,44.95,19.42,84.29,218,35,21,311,21,2392.74
DS_3952,13.334947,80.376866,259,7.74,90,18.87,10.76,40.07,2.59,79.42,143,9,15,499,46,2224.55
DS_3953,13.474691,79.803727,215,10.94,36,49.22,23.89,44.42,17.92,63.76,60,21,10,151,30,1969.64
DS_3954,12.63546,80.195373,90,6.81,108,34.12,17.42,40.74,13.82,55.41,70,25,23,154,3,691.07
DS_3955,12.731475,80.037442,171,9.73,105,33.22,14.04,44.26,5.18,65.35,176,3,7,348,9,1412.87
DS_3956,13.36841,80.025879,292,11.09,76,41.27,27.21,39.15,18.03,65.1,140,13,12,369,29,2907.91
DS_3957,13.426464,80.251434,93,3.89,22,24.65,16.43,26.6,8.59,70.51,201,2,9,146,29,785.91
DS_3958,12.919627,80.396039,124,6.88,26,16.64,19.56,33.04,16.28,49.3,293,23,29,349,40,1223.79
DS_3959,12.550622,80.226437,273,8.42,70,16.83,29.62,37.93,7.78,72.78,144,12,11,54,6,2426.19
DS_3960,12.539392,80.397221,141,5.32,27,19.88,17.1,32.01,17.02,62.83,143,4,20,190,14,1307.05
DS_3961,13.07395,79.985218,65,9.4,26,32.78,24.15,30.47,12.73,71.01,242,21,2,425,18,652.41
DS_3962,12.892895,80.163651,275,9.05,65,42.73,14.17,36.55,2.82,51.98,178,16,1,192,9,2463.57
DS_3963,12.528652,80.115376,227,6.21,57,27.48,3.98,43.67,12.99,61.72,231,16,10,286,38,2010.82
DS_3964,13.083252,79.808151,271,2.88,25,23.16,25.53,25.7,3.83,50.51,249,10,23,424,26,1853.48
DS_3965,12.511303,80.189769,215,2.12,95,40.72,28.5,40.38,8.24,83.77,161,18,17,467,2,2528.39
DS_3966,13.287372,80.263067,299,5.69,34,18.04,14.73,39.45,3.41,64.4,283,17,23,233,34,2795.29
DS_3967,12.806433,80.21434,135,2.82,74,36.01,16.6,44.28,0.44,51.25,83,25,29,250,17,1183.49
DS_3968,12.540258,80.315396,182,9.82,36,9.76,14.45,43.61,4.24,42.06,129,10,24,395,23,1708.66
DS_3969,13.088352,80.199938,186,5.34,23,10.1,29.92,40.24,10.73,73.79,268,14,3,79,12,2027.95
DS_3970,12.897684,79.846725,126,8.66,101,33.98,27.39,35.41,9.63,50.73,245,7,7,361,43,884.84
DS_3971,13.4738,79.881512,88,5.46,109,8.72,4.11,29.09,10.03,89.48,132,11,10,173,16,665.58
DS_3972,13.044199,80.217532,136,9.96,116,11.98,24.03,35.9,4.95,66.69,78,29,21,458,16,1626.44
DS_3973,12.775239,79.992485,204,10.88,59,33.1,19.22,40.31,13.7,54.45,282,23,22,373,10,1885.29
DS_3974,13.209439,79.855752,209,10.38,105,24.72,3.68,42.91,14.09,72.88,180,11,30,174,16,1817.06
DS_3975,12.771492,80.100722,113,6.84,38,30.26,15.01,40.79,7.16,53.76,60,3,20,352,48,1003.22
DS_3976,13.404243,80.188026,272,2.84,90,48.96,7.04,28.91,17.62,81.01,185,23,1,333,18,1556.72
DS_3977,12.874722,80.030122,210,5.72,37,33.44,26.57,36.99,12.88,55.41,111,23,22,342,6,1961.22
DS_3978,13.049869,80.304304,155,6.24,114,31.59,3.34,31.64,14.26,89.41,152,10,18,379,18,1247.29
DS_3979,12.550573,80.250639,139,11.6,30,22.11,26.57,25.18,5.55,70.26,82,7,14,122,33,1308.36
DS_3980,12.926121,80.032973,195,7.65,33,33.39,28.4,29.0,0.01,82.22,185,15,12,300,28,1236.36
DS_3981,13.332364,80.328411,253,8.41,55,5.58,4.97,27.26,17.31,43.64,202,21,14,176,29,2288.71
DS_3982,13.305649,80.254087,116,9.82,69,30.08,22.44,41.85,16.45,57.41,137,9,10,341,41,989.89
DS_3983,12.724319,80.246212,54,7.68,108,8.1,17.82,30.17,2.46,76.87,203,11,13,434,28,313.53
DS_3984,12.726079,80.187399,255,7.98,29,14.91,28.77,30.69,7.48,72.75,203,23,19,271,37,2616.93
DS_3985,13.317305,79.807973,108,4.45,61,30.34,24.55,44.2,13.23,49.71,66,12,12,380,47,937.98
DS_3986,13.430398,80.287555,288,2.59,31,35.06,21.75,32.58,13.04,57.81,140,0,22,202,7,2580.92
DS_3987,12.595361,80.063229,125,9.21,77,22.32,27.99,25.19,17.21,53.17,206,3,15,380,3,1125.44
DS_3988,12.950059,80.459827,53,10.49,25,23.85,7.33,30.68,2.81,70.67,92,20,11,346,27,588.15
DS_3989,12.837454,80.372589,297,6.12,30,27.41,13.15,27.39,8.6,57.23,280,10,9,232,10,2704.41
DS_3990,13.370688,80.211386,65,7.49,53,39.16,25.76,27.06,1.94,55.45,122,4,5,118,17,645.08
DS_3991,12.583525,79.976527,124,5.07,71,5.79,5.74,26.55,7.79,50.37,255,15,24,268,20,1089.48
DS_3992,12.711126,79.942602,149,6.5,30,25.12,28.26,36.87,0.3,60.45,54,31,34,106,46,1444.52
DS_3993,13.252468,80.038269,279,4.09,113,5.64,23.12,28.79,17.97,49.78,227,33,30,52,47,2438.74
DS_3994,12.551294,80.133598,170,9.6,114,19.36,14.86,32.22,10.54,88.13,271,15,10,441,39,1397.35
DS_3995,12.992535,80.007246,225,6.92,20,28.39,12.15,42.24,17.0,47.73,105,18,17,353,31,2074.22
DS_3996,12.942107,80.160451,115,7.47,69,8.6,6.99,33.49,1.2,85.67,240,17,16,108,16,1022.74
DS_3997,12.834401,79.915759,254,2.37,46,26.83,5.53,43.31,4.55,61.42,106,13,32,418,33,1503.93
DS_3998,12.894572,80.484399,185,8.22,53,46.61,14.44,34.96,5.19,58.89,296,15,22,341,16,1704.95
DS_3999,13.029941,79.875547,221,4.03,31,35.84,25.76,32.98,7.73,51.57,269,14,14,232,14,2016.65
DS_4000,12.661367,80.452361,70,5.83,93,40.2,17.36,40.01,16.06,71.79,222,23,7,128,19,601.43
DS_4001,13.071996,80.439505,75,6.13,75,31.12,15.18,26.46,7.73,74.28,214,4,22,382,38,624.57
DS_4002,13.305432,80.167752,279,6.49,52,45.34,11.61,26.79,4.09,63.38,121,20,8,218,10,2493.75
DS_4003,13.260161,80.307437,212,4.27,84,11.61,7.24,38.04,1.3,42.79,128,21,7,123,18,2308.85
DS_4004,12.6539,80.105234,192,10.5,30,25.24,29.73,34.74,1.59,85.93,295,8,7,108,31,1806.42
DS_4005,12.649249,80.241024,217,6.28,42,31.87,3.69,40.81,15.2,89.02,269,22,10,211,23,1978.01
DS_4006,12.768174,80.038403,79,8.12,26,44.31,11.42,43.33,8.9,61.55,85,4,17,79,5,737.0
DS_4007,12.861075,80.010811,115,8.14,45,18.86,23.77,32.77,14.52,70.68,210,4,16,138,17,1071.26
DS_4008,12.908456,80.204761,129,8.07,23,5.05,17.06,36.93,13.65,62.51,183,8,21,367,40,1620.55
DS_4009,13.179697,80.148691,62,7.59,46,48.85,11.47,35.01,2.71,56.09,297,8,22,119,47,617.08
DS_4010,12.55668,80.205675,50,10.23,40,6.17,29.8,44.63,2.86,43.87,164,1,5,360,12,448.41
DS_4011,12.534673,80.000662,220,10.13,13,11.86,19.72,41.62,15.11,62.8,253,6,22,406,25,2078.5
DS_4012,12.891911,80.05687,205,6.17,15,23.99,10.97,43.23,14.43,80.92,120,5,31,149,7,1926.9
DS_4013,13.197164,79.858729,178,8.36,59,27.34,25.89,30.09,7.56,40.85,222,19,1,145,25,1132.57
DS_4014,12.693435,79.836593,217,3.03,94,42.55,7.05,40.45,1.55,69.11,141,1,0,327,48,1806.4
DS_4015,13.141504,79.97742,211,2.91,86,25.15,15.52,30.31,0.24,84.04,184,24,9,424,13,1821.49
DS_4016,12.759828,79.851973,190,6.8,47,29.63,25.67,29.17,5.76,50.88,154,16,21,402,40,1734.21
DS_4017,13.386086,79.872642,110,11.0,88,14.0,29.56,43.89,0.18,49.16,114,19,27,71,5,1015.32
DS_4018,13.39569,80.36905,166,8.5,14,30.61,13.34,25.39,4.6,78.61,294,19,23,405,15,1606.03
DS_4019,12.797287,79.827212,115,8.69,47,20.68,6.73,44.31,8.39,52.75,73,31,22,131,34,1113.82
DS_4020,12.729994,80.26126,172,3.58,33,9.44,18.31,27.99,2.43,49.6,94,15,23,269,33,1625.16
DS_4021,12.911304,79.99079,53,6.53,27,47.59,28.49,41.39,2.09,58.9,238,3,15,446,39,528.13
DS_4022,12.740532,80.410082,266,6.01,102,8.68,20.97,30.52,17.93,59.63,196,17,13,328,26,2300.13
DS_4023,13.172384,80.139495,275,9.83,41,35.5,19.26,32.01,11.71,83.71,166,4,6,451,35,2467.29
DS_4024,13.326065,80.013904,190,3.38,80,45.87,11.35,29.34,18.69,70.92,209,24,17,123,11,1269.3
DS_4025,13.173092,80.162347,85,7.39,103,13.06,19.37,36.71,6.92,60.3,79,21,19,115,0,696.62
DS_4026,13.32435,80.067371,145,11.11,111,15.67,26.89,31.96,13.54,66.72,114,17,8,319,28,1209.7
DS_4027,12.896992,80.195011,238,10.92,99,24.2,13.14,38.15,4.09,87.7,209,5,23,465,16,2092.82
DS_4028,12.656317,79.880173,235,10.52,81,18.25,9.54,25.31,12.37,45.66,234,32,16,463,17,2121.78
DS_4029,13.237951,80.497893,134,5.75,98,39.16,15.99,26.29,2.59,50.39,197,13,23,196,48,1527.46
DS_4030,12.860475,80.097889,267,11.41,39,20.22,13.16,26.99,0.04,88.13,134,19,15,374,15,2463.84
DS_4031,13.171271,80.043761,192,10.05,97,49.36,15.69,33.38,18.63,87.87,132,16,21,299,34,1706.05
DS_4032,12.770644,80.297147,270,10.51,39,43.65,5.58,41.3,11.1,48.86,271,17,10,225,8,2450.39
DS_4033,12.58123,80.05473,139,11.32,14,45.29,12.08,42.76,18.54,47.26,163,20,8,145,43,1350.28
DS_4034,13.492582,80.383292,134,11.37,13,7.86,25.32,29.9,6.68,61.05,269,9,16,427,38,1301.69
DS_4035,12.656202,80.11799,61,4.4,60,12.93,13.81,36.49,6.56,42.49,145,22,21,379,37,541.71
DS_4036,13.488421,80.303691,125,3.28,115,12.62,29.13,40.37,8.01,72.75,207,23,10,182,42,1018.14
DS_4037,13.47728,79.875217,118,8.91,18,35.24,22.14,30.78,14.12,43.87,136,18,19,255,5,1185.54
DS_4038,13.293818,80.392283,238,7.63,64,5.54,12.88,33.18,11.32,42.9,268,24,2,472,25,2118.09
DS_4039,13.159423,80.315003,91,5.27,42,41.29,9.79,35.48,18.51,64.26,278,17,20,283,16,812.27
DS_4040,13.077807,79.948202,267,8.84,102,29.62,21.5,27.7,0.51,87.89,236,3,10,220,23,2296.74
DS_4041,13.366102,79.9017,209,2.62,40,30.48,11.17,25.52,14.16,61.34,267,19,7,452,9,2103.08
DS_4042,12.78944,80.021405,179,2.47,117,29.18,28.03,28.06,6.61,57.82,239,14,9,380,31,1439.7
DS_4043,12.967681,80.483249,57,5.54,92,29.09,6.14,37.54,3.6,89.9,116,5,5,216,2,372.79
DS_4044,13.11939,79.979782,268,3.94,118,13.9,3.78,26.47,10.21,66.6,80,5,16,407,18,2229.04
DS_4045,12.91119,80.119289,278,9.19,63,17.74,8.97,28.79,10.1,58.76,115,2,5,364,34,2021.45
DS_4046,12.927486,79.821014,103,11.48,70,26.94,19.38,31.76,2.74,59.29,299,8,6,286,26,883.48
DS_4047,12.830285,80.078059,185,8.62,75,35.5,25.54,26.56,4.04,49.75,103,10,12,287,24,1776.21
DS_4048,13.064232,80.199924,137,8.55,29,17.24,7.59,28.83,8.16,65.61,59,12,17,143,20,1355.57
DS_4049,13.350575,80.467187,190,2.07,85,41.28,18.79,43.23,8.18,61.94,215,20,13,229,1,1654.97
DS_4050,12.701528,80.161715,78,7.12,94,41.48,6.89,25.39,6.35,53.54,132,1,24,399,19,664.16
DS_4051,13.434433,80.373375,62,10.17,70,17.32,18.21,38.07,2.97,48.03,208,21,12,288,22,583.63
DS_4052,13.189088,80.182989,107,8.54,104,30.2,3.49,32.69,0.09,55.56,78,18,9,483,32,869.18
DS_4053,13.323273,79.82855,112,4.28,45,20.7,18.06,38.45,19.4,65.43,202,7,3,252,49,1080.22
DS_4054,13.056191,80.020506,136,10.48,93,13.58,17.09,36.77,18.87,42.92,81,12,4,263,7,1140.95
DS_4055,13.279517,80.202885,224,11.64,117,41.27,4.16,29.47,9.67,47.69,66,24,30,315,36,2044.66
DS_4056,12.5162,80.465416,256,4.79,29,49.62,21.61,41.94,19.9,87.38,164,4,18,156,41,2310.03
DS_4057,13.31838,80.401391,265,4.07,54,30.46,18.45,34.84,13.47,67.14,94,14,17,388,29,2400.72
DS_4058,12.540139,79.959849,299,5.39,109,46.13,19.82,41.45,1.38,43.17,98,3,23,423,30,2919.62
DS_4059,13.389913,79.954077,284,2.63,55,33.9,17.3,33.12,2.35,74.65,136,3,6,320,40,2456.08
DS_4060,13.491963,79.940821,136,10.73,27,30.46,22.49,44.69,18.32,43.09,195,17,20,365,17,1303.06
DS_4061,12.794067,80.445749,123,11.29,79,26.61,17.18,40.41,12.6,76.94,124,34,12,84,30,1082.69
DS_4062,12.710319,80.396866,87,8.33,106,15.61,27.9,44.32,16.86,77.5,172,18,16,84,25,705.35
DS_4063,13.265363,80.342418,118,9.64,83,8.79,28.47,35.29,17.97,72.55,173,19,23,50,23,1069.89
DS_4064,12.753026,80.074915,118,8.69,27,24.91,22.62,34.47,8.96,76.61,101,21,19,96,4,1107.01
DS_4065,13.365562,80.153066,272,5.77,73,30.26,27.62,40.11,0.97,44.4,197,14,25,496,10,1727.59
DS_4066,12.602843,80.125032,217,8.32,43,27.93,27.93,42.61,3.77,76.34,239,14,24,158,23,1984.56
DS_4067,12.625955,79.977379,178,10.36,88,36.3,10.07,44.28,1.33,46.83,190,11,17,160,0,1557.71
DS_4068,13.479152,80.15352,179,10.1,12,13.64,29.84,31.49,3.77,56.98,137,3,4,294,11,1639.64
DS_4069,13.173839,79.821348,162,2.81,81,20.94,10.22,40.97,8.21,87.14,220,2,21,323,37,1364.73
DS_4070,13.346887,79.892267,78,6.63,20,23.7,3.5,29.21,2.36,65.14,133,9,15,75,22,744.11
DS_4071,12.824329,80.420613,171,5.97,55,13.39,28.98,35.91,3.33,88.37,292,24,9,365,43,1519.89
DS_4072,13.176484,80.326176,56,9.52,105,45.79,9.04,28.6,8.92,44.45,155,16,18,195,24,453.14
DS_4073,13.094242,80.096008,270,7.01,51,35.67,18.77,31.95,6.8,63.88,141,4,9,368,11,2407.8
DS_4074,13.10315,80.162005,234,5.5,26,9.13,29.21,43.63,9.35,43.12,148,14,13,90,2,2145.54
DS_4075,13.182532,80.058999,104,9.06,56,37.08,4.34,27.92,8.58,71.51,70,20,9,259,23,1137.9
DS_4076,13.075359,80.318546,250,6.74,39,29.65,10.27,37.65,12.89,43.94,55,18,21,92,25,2294.75
DS_4077,12.929062,80.348931,213,4.57,52,28.58,19.44,36.86,18.74,48.77,248,6,20,273,14,2479.87
DS_4078,12.775923,80.3343,56,10.9,17,49.54,23.59,27.41,2.16,52.94,270,6,11,343,30,561.39
DS_4079,13.268581,80.305828,141,3.13,49,32.82,24.8,31.52,1.99,77.44,102,27,34,299,42,1317.05
DS_4080,12.726272,79.943153,59,2.18,80,45.35,26.86,36.26,17.06,48.2,136,24,3,204,41,575.85
DS_4081,13.192354,80.036579,129,3.44,29,46.11,7.55,28.74,10.13,82.33,229,28,17,226,20,1520.84
DS_4082,12.733333,80.128892,123,3.64,85,9.56,12.99,41.01,15.33,46.6,246,6,9,361,20,1016.38
DS_4083,13.12533,80.031555,216,7.38,94,5.38,22.28,44.44,4.31,41.76,135,14,15,226,20,1933.25
DS_4084,13.247078,80.328458,107,8.25,37,24.59,22.31,29.3,16.58,59.75,186,19,18,474,47,1033.5
DS_4085,12.718714,80.030547,139,6.49,37,39.62,11.32,28.74,18.48,88.97,145,11,15,261,24,1255.79
DS_4086,12.559943,79.896762,147,4.04,68,42.09,11.21,34.1,12.71,45.52,295,9,21,237,11,1261.91
DS_4087,12.630974,80.079328,275,3.32,71,40.44,11.66,39.96,2.12,45.09,251,32,19,432,47,2470.45
DS_4088,13.105997,80.48594,89,6.92,89,25.13,27.09,30.63,17.91,77.56,223,12,23,404,36,495.08
DS_4089,13.349446,79.958117,191,7.65,83,38.75,27.56,25.4,15.85,55.61,284,11,9,136,17,1640.3
DS_4090,12.544997,80.228511,259,5.04,63,37.34,3.4,35.82,15.02,75.86,162,9,7,361,9,2271.57
DS_4091,13.234151,80.103081,178,4.2,95,19.12,11.78,44.13,0.73,50.0,269,28,13,253,5,1534.91
DS_4092,12.841319,79.849717,194,2.81,16,12.59,13.58,32.83,15.98,63.0,252,14,16,495,28,1801.04
DS_4093,12.978528,80.141514,98,2.26,77,32.96,29.52,33.4,2.76,53.26,120,16,18,166,28,820.97
DS_4094,13.42886,80.291515,135,3.06,33,35.47,28.49,44.38,4.45,62.58,207,20,2,276,28,1217.54
DS_4095,12.831972,80.159254,278,9.42,107,30.56,19.96,38.89,11.54,78.45,92,5,13,111,45,2336.66
DS_4096,12.965337,80.410474,193,5.44,50,14.59,4.24,39.38,5.3,78.1,286,4,5,149,45,1676.48
DS_4097,12.513682,80.002256,184,2.27,63,17.45,8.16,36.25,13.23,65.79,236,32,25,219,8,1692.4
DS_4098,12.581599,79.860374,192,7.08,23,36.88,14.72,44.49,12.16,86.42,292,12,17,423,31,1811.36
DS_4099,12.758592,80.455596,164,7.36,53,48.32,28.89,38.78,2.16,53.19,215,13,11,205,47,1793.13
DS_4100,12.527852,80.064737,70,6.29,58,47.52,5.56,42.9,13.12,52.02,83,30,19,86,12,452.74
DS_4101,13.131375,80.203484,115,3.11,72,28.38,24.37,38.99,18.48,70.69,95,21,31,325,45,1019.11
DS_4102,12.926398,80.354402,236,9.55,90,44.9,8.16,39.7,3.22,71.06,269,14,5,84,10,2041.32
DS_4103,13.048145,80.02702,225,8.89,54,6.33,16.71,30.81,11.94,42.33,81,15,20,487,33,1998.87
DS_4104,12.674647,80.301315,138,5.95,81,43.75,23.71,31.07,6.84,70.39,193,9,11,376,28,1164.02
DS_4105,12.795932,79.894793,250,5.81,115,26.43,21.7,40.66,9.19,58.72,216,0,18,403,11,2706.87
DS_4106,13.163824,80.003906,261,3.56,86,40.17,23.95,30.93,5.74,77.37,50,31,15,311,48,2301.41
DS_4107,13.465303,79.901297,227,9.54,16,5.25,24.97,36.26,7.08,80.41,275,10,22,68,30,2137.02
DS_4108,12.550417,80.367861,187,8.0,12,44.09,11.26,29.99,0.58,67.61,282,6,19,411,40,2129.94
DS_4109,13.390384,79.955854,297,2.86,97,31.77,12.83,41.34,19.63,40.09,234,16,9,57,21,2557.13
DS_4110,13.076881,80.302182,101,5.78,56,15.81,25.03,27.21,12.5,71.82,264,24,17,481,25,1263.28
DS_4111,13.06392,80.460309,262,11.04,97,20.64,4.04,41.59,10.01,77.44,291,3,1,499,42,2225.27
DS_4112,13.000279,80.169441,245,6.52,70,14.03,16.89,37.05,7.67,52.45,294,6,12,321,11,2144.01
DS_4113,12.569394,80.17802,207,5.25,80,24.1,27.85,28.74,10.79,63.23,69,2,14,422,34,1784.32
DS_4114,12.589877,80.122723,83,8.44,39,19.85,26.9,35.84,7.6,88.29,259,23,23,415,48,833.58
DS_4115,13.100912,80.028123,143,4.03,14,29.05,24.72,30.65,7.2,54.91,259,19,3,73,37,1366.79
DS_4116,12.840959,80.132959,255,7.24,113,41.67,3.58,31.47,9.28,51.16,219,13,6,458,3,2157.53
DS_4117,13.417268,80.221965,135,8.7,94,49.2,26.97,32.03,5.52,50.54,281,17,2,190,44,1128.92
DS_4118,12.906591,80.490194,114,10.55,81,16.32,27.61,26.27,3.6,67.94,262,17,24,168,48,1055.16
DS_4119,12.643281,80.456435,109,8.93,16,9.79,20.92,44.72,11.13,87.49,121,23,15,463,9,1077.86
DS_4120,13.214719,80.403507,185,5.84,48,22.81,11.07,25.63,16.86,70.43,211,29,22,58,17,1751.88
DS_4121,12.793353,80.422391,124,9.68,11,11.46,16.23,38.25,3.06,55.17,227,0,22,496,45,1200.96
DS_4122,13.02547,80.127494,242,10.98,52,42.54,23.59,32.42,0.65,71.93,60,5,22,217,47,2182.65
DS_4123,13.197833,80.260211,118,6.78,21,27.55,24.95,37.92,4.94,71.24,156,8,16,312,18,1088.03
DS_4124,13.400264,80.426547,234,2.05,37,32.9,12.27,32.12,19.59,69.85,292,34,16,257,14,2176.87
DS_4125,13.292191,80.075066,94,10.81,117,11.78,11.8,38.48,16.58,47.97,92,1,17,337,22,716.35
DS_4126,13.176361,80.473234,98,3.65,28,38.73,22.88,39.58,11.92,71.73,59,7,23,494,22,948.39
DS_4127,13.179633,80.09105,251,3.26,37,48.81,21.53,38.81,18.58,61.51,57,23,12,109,20,2300.43
DS_4128,13.445925,80.220758,296,5.08,108,26.71,16.86,27.28,8.91,40.93,288,19,1,398,25,3133.27
DS_4129,12.795824,80.296863,111,5.8,85,48.31,14.35,38.14,19.67,66.99,249,3,0,412,44,877.8
DS_4130,12.501112,80.465414,216,9.99,101,6.56,20.74,30.6,5.93,89.46,68,20,15,100,33,1922.23
DS_4131,12.771955,79.971231,254,5.89,99,6.61,3.88,25.58,4.81,57.49,242,9,15,89,40,1707.79
DS_4132,12.717891,80.322292,198,2.49,111,48.2,5.04,33.3,12.76,88.28,104,22,10,420,12,1667.97
DS_4133,13.161835,80.164571,277,8.36,79,36.51,18.47,33.67,7.56,44.81,229,12,31,384,24,2434.61
DS_4134,13.133712,79.98799,170,8.71,28,13.49,8.68,34.34,12.53,76.62,52,10,3,316,43,1585.69
DS_4135,13.093461,80.343625,102,10.14,73,21.37,23.92,39.1,6.1,45.72,102,8,10,378,32,593.58
DS_4136,12.516243,80.186556,222,5.99,100,27.85,23.85,31.18,12.36,53.68,93,18,5,65,27,1865.28
DS_4137,13.228778,80.262682,146,2.86,18,36.62,22.17,31.31,5.51,68.54,145,10,10,330,12,1328.03
DS_4138,12.82353,80.026031,170,7.53,50,42.89,27.4,26.21,1.02,69.64,97,17,8,465,26,1966.52
DS_4139,13.165056,80.136892,284,3.21,59,8.72,6.8,38.74,18.24,78.76,103,34,17,251,7,2573.3
DS_4140,13.056578,80.232148,205,2.17,19,34.55,10.0,36.36,17.66,70.77,193,4,6,443,35,1859.21
DS_4141,12.842731,80.083438,102,9.79,83,26.45,9.81,31.99,19.42,69.68,207,33,29,490,42,933.7
DS_4142,12.634576,79.938861,58,6.03,106,31.89,24.12,39.1,14.33,85.62,290,16,21,133,5,610.84
DS_4143,12.594419,80.473148,286,7.25,91,27.88,17.08,35.75,13.65,62.61,141,17,2,346,12,2466.79
DS_4144,13.331518,80.158027,124,8.63,63,25.28,9.82,34.38,11.18,51.26,205,13,16,429,19,1040.55
DS_4145,13.418398,80.313744,153,6.01,19,14.25,6.68,35.23,2.52,48.09,193,17,1,114,4,1458.52
DS_4146,13.149788,80.087733,142,2.51,16,26.26,27.11,37.73,3.78,60.0,282,16,9,209,44,1332.33
DS_4147,12.603434,80.048592,173,4.53,113,13.53,21.69,38.2,5.79,75.64,295,2,16,153,26,1397.33
DS_4148,12.902027,80.085015,171,3.94,41,7.01,17.27,30.78,17.8,42.13,100,10,0,400,48,1484.05
DS_4149,13.228939,80.086438,248,11.77,116,21.82,29.07,27.81,3.46,46.45,210,16,17,225,18,2144.0
DS_4150,13.279821,80.180926,110,9.4,63,6.12,25.94,28.13,18.46,45.31,202,12,17,103,0,649.9
DS_4151,12.618219,80.180429,204,6.52,79,30.31,7.81,37.79,10.46,69.26,67,33,18,174,3,1798.57
DS_4152,12.500031,80.148008,173,2.63,92,8.26,16.72,42.46,14.31,52.14,175,7,8,124,1,1432.35
DS_4153,13.212137,79.89435,199,3.16,72,24.69,16.12,33.19,2.2,48.31,203,22,9,171,43,1716.59
DS_4154,12.856596,80.147253,298,10.13,114,49.11,25.8,28.39,5.38,69.64,55,22,14,90,25,2598.77
DS_4155,12.754481,79.918373,144,11.45,116,5.44,7.03,40.13,19.17,78.07,215,1,3,388,32,1144.63
DS_4156,12.512897,79.888295,79,2.31,43,21.51,15.2,41.65,5.32,56.61,221,24,7,419,43,705.7
DS_4157,13.040299,80.452852,141,11.1,52,35.3,20.19,42.61,5.93,68.91,244,6,3,110,44,1226.44
DS_4158,13.351151,80.223465,133,5.81,14,12.15,28.52,37.14,3.95,44.91,220,20,2,184,37,1279.07
DS_4159,13.457632,80.261643,64,4.14,28,30.23,27.28,42.21,2.58,86.76,183,19,3,486,6,568.13
DS_4160,13.065745,80.081256,192,3.02,63,16.62,17.41,25.31,4.67,56.84,127,23,0,151,28,1665.56
DS_4161,13.014461,80.436287,102,9.72,23,15.02,19.38,27.14,12.85,89.88,241,32,20,102,4,1064.95
DS_4162,12.585056,80.246551,253,6.69,19,45.27,26.01,26.85,9.11,88.93,131,5,10,277,8,2308.1
DS_4163,13.048873,80.338419,258,10.32,58,14.15,23.1,39.25,11.08,78.94,129,19,20,402,12,2354.68
DS_4164,12.879979,80.057994,72,4.26,20,21.94,26.74,26.39,2.45,41.0,137,25,30,149,45,801.06
DS_4165,13.107135,80.472008,119,8.79,40,12.63,27.19,34.93,16.04,67.17,62,12,27,459,39,1144.96
DS_4166,12.888726,80.374323,158,3.18,75,17.77,25.48,34.45,15.68,44.34,114,17,20,366,47,1398.37
DS_4167,12.740299,80.397764,193,2.9,19,18.19,3.25,31.21,0.43,84.76,215,11,19,398,45,1767.51
DS_4168,12.594965,79.920536,268,3.33,30,19.7,11.4,42.41,7.67,79.48,113,6,6,84,28,2294.8
DS_4169,12.814918,79.989674,136,10.09,10,33.85,13.89,28.41,1.38,88.62,63,6,4,308,17,817.86
DS_4170,12.596645,79.999939,242,8.56,55,38.42,21.3,32.05,15.84,70.42,194,0,1,415,29,2127.44
DS_4171,12.676897,79.989636,222,3.66,104,27.98,11.29,40.48,14.75,66.11,170,9,18,369,9,1879.92
DS_4172,13.487336,80.398786,56,5.85,84,32.47,11.74,25.61,18.04,65.95,126,9,23,188,18,425.9
DS_4173,12.944104,79.822319,222,9.64,116,41.6,13.81,38.46,4.73,59.32,62,11,2,439,47,1828.3
DS_4174,13.031872,79.85327,88,4.86,83,49.98,28.79,41.33,9.13,63.43,122,2,14,179,8,680.96
